protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005095004731_Drosophila_setifemur_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.9103,0.6790123456790124,2.087575564,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.91616,0.1967871485943775,0.340027492,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.8926,0.6625514403292181,1.976064745,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.8893,0.6926229508196722,2.384643869,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.85838,0.688259109311741,2.00752046,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005095004731_Drosophila_setifemur_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.89985,0.1959999999999999,0.269246911,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.88549,0.7049180327868853,2.332540091,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.89771,0.176,0.2421394719999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.89989,0.14,0.1749414209999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.91929,0.1119999999999999,0.178093391,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.87472,0.6967213114754098,2.486547746,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.89392,0.12,0.154555164,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.87861,0.6967213114754098,2.472569165,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.82684,0.7110091743119267,2.577321088,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.86567,0.7095435684647302,2.596983814,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.90316,0.7008196721311475,2.357425109,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.87374,0.680161943319838,1.977730562,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005095004731_Drosophila_setifemur_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.96747,0.18,0.255098474,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.91753,0.1434262948207171,0.170312081,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.90448,0.7008196721311475,2.469436609,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.88599,0.709016393442623,2.476744961,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.93554,0.147410358565737,0.190621859,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.88788,0.1314741035856573,0.182066251,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.88315,0.7008196721311475,2.474590897,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.91838,0.1079999999999999,0.166372349,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.88207,0.6844262295081966,2.474708444,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.90361,0.1967871485943775,0.340027492,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.88665,0.6707818930041152,2.002800703,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88217,0.6775510204081633,2.198211308,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.904,0.18,0.256888572,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.87582,0.6967213114754098,2.476460534,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.94121,0.7706422018348624,3.353811154,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005095011902_Drosophila_setifemur_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.9525,0.4770642201834862,1.08347654,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.94705,0.5229357798165137,1.4514276270000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.92294,0.6880733944954128,2.597421306,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.96117,0.3150684931506849,0.608071146,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.94766,0.6880733944954128,2.471492525,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005095011902_Drosophila_setifemur_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.92779,0.7110091743119267,2.559457402,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.94482,0.7110091743119267,2.668096131,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.89536,0.4482758620689655,1.074266728,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.9372,0.7155963302752293,2.583573347,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.96557,0.3424657534246575,0.616162396,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.91466,0.7064220183486238,2.5521145520000004,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.95498,0.3333333333333333,0.64280006,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.9589,0.3990825688073395,0.703842171,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.94445,0.6972477064220184,2.492352892,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.91656,0.7064220183486238,2.555229669,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.94325,0.4770642201834862,1.165880046,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.94092,0.7110091743119267,2.562825852,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.96543,0.319634703196347,0.550120385,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.95118,0.3424657534246575,0.568209215,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.96299,0.3333333333333333,0.5884899530000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.94329,0.7110091743119267,2.5367969,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.90023,0.7064220183486238,2.588771983,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.83445,0.5406698564593302,1.2827481989999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.9166,0.7064220183486238,2.66766882,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.95023,0.4495412844036697,1.0746511719999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.9465,0.4748858447488584,1.00600382,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.94123,0.4748858447488584,1.00600382,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.90966,0.7018348623853211,2.4727302300000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.95155,0.4449541284403669,1.153007213,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.8999,0.7064220183486238,2.63780072,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.90878,0.536697247706422,1.535003655,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.94645,0.7155963302752293,2.594323112,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.94982,0.4541284403669725,1.073346734,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.94729,0.6972477064220184,2.565882535,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.95405,0.365296803652968,0.7163792440000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.96337,0.3607305936073059,0.6265359210000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.92576,0.6972477064220184,2.495010578,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.87292,0.417910447761194,0.798073822,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.95723,0.3853211009174312,0.671783756,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.95769,0.4082568807339449,0.772970105,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.9232,0.7110091743119267,2.553372275,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.9531,0.3378995433789954,0.554108562,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.94118,0.7110091743119267,2.557247418,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.95832,0.3333333333333333,0.552134854,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.95221,0.4840182648401826,0.941839074,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.94092,0.7064220183486238,2.441584612,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.92049,0.7064220183486238,2.673944373,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.93734,0.4507042253521126,1.123046593,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.91582,0.7110091743119267,2.659039584,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.94753,0.4495412844036697,1.085783195,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.95336,0.4541284403669725,1.192976146,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.94548,0.7201834862385321,2.617363406,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.95515,0.463302752293578,1.081465327,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.95151,0.4840182648401826,0.989989865,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.94893,0.6926605504587156,2.401750026,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005095011902_Drosophila_setifemur_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.92108,0.7064220183486238,2.468692051,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.94741,0.4885844748858448,0.937886087,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.92032,0.7064220183486238,2.441584612,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.90721,0.7018348623853211,2.5776633390000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.93961,0.7110091743119267,2.580815309,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.95405,0.319634703196347,0.562222066,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.89815,0.7110091743119267,2.557277082,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.9518,0.3333333333333333,0.548243485,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.94137,0.7110091743119267,2.577321088,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.96525,0.3561643835616438,0.5930947660000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.95275,0.4840182648401826,0.962771105,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.95419,0.6834862385321101,2.371960128,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005095011902_Drosophila_setifemur_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.94228,0.7064220183486238,2.4545436140000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.94302,0.7155963302752293,2.573033999,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.95953,0.3424657534246575,0.545110929,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.96542,0.3607305936073059,0.552419281,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.94409,0.7155963302752293,2.5933437770000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.92221,0.7110091743119267,2.5847881690000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.96389,0.3333333333333333,0.550265217,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.94056,0.7110091743119267,2.569094267,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.95646,0.319634703196347,0.550382764,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.92943,0.7201834862385321,2.617363406,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.95257,0.463302752293578,1.108201285,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.9515,0.4954128440366973,1.30361189,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011902_Drosophila_setifemur_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.92044,0.7064220183486238,2.534224486,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011902_Drosophila_setifemur_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.95023,0.3333333333333333,0.552134854,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011903_Drosophila_setifemur_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.87098,0.7950819672131147,3.37347388,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005095011903_Drosophila_setifemur_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.90124,0.4959016393442623,1.103139266,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011903_Drosophila_setifemur_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.8959,0.5720164609053497,1.471090353,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011903_Drosophila_setifemur_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.87148,0.7029288702928871,2.617084032,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005095011903_Drosophila_setifemur_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.90898,0.3877551020408163,0.6277338720000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095011903_Drosophila_setifemur_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90033,0.680327868852459,2.491155251,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005095011903_Drosophila_setifemur_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.87304,0.7125,2.579120128,Cluster_1,Cluster_2,Cluster_1_Cluster_2
